movie_id,ml_id,ml_title,ml_year,redial_title,redial_year,plot,title,imdb_id,tmdb_id
1961,1961,Rain Man,1988,Rain Man,1988,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,Rain Man,0095953,380
1962,1962,Driving Miss Daisy,1989,Driving Miss Daisy,1989,An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.,Driving Miss Daisy,0097239,403
59306,59306,Prom Night,2008,Prom Night,2008,"In Bridgeport, the deranged high school teacher Richard Fenton is obsessed by the teenager student Donna Keppel; she witnesses him murder her family to stay with her, but Richard is arrested and sent to prison for life. Three years later, the traumatized Donna is feeling better but is still under psychological treatment and taking pills. On her prom night, she goes with her boyfriend Bobby and two couples of friends to the Pacific Grad Hotel for the party. But the psychopath Richard has escaped from prison and is lodged in the same floor in the hotel chasing Donna, stabbing her friends and staff of the hotel that cross his path.::Claudio Carvalho, Rio de Janeiro, Brazil",Prom Night,0926129,8617
1963,1963,Take the Money and Run,1969,Take the Money and Run,1969,"The life and times of Virgil Starkwell, inept bank robber.",Take the Money and Run,0065063,11485
1965,1965,Repo Man,1984,Repo Man,1984,"Young punk Otto becomes a repo man after helping to steal a car, and stumbles into a world of wackiness as a result.",Repo Man,0087995,13820
1966,1966,Metropolitan,1990,Metropolitan,1990,"A group of young upper-class Manhattanites are blithely passing through the gala debutante season, when an unusual outsider joins them and stirs them up.",Metropolitan,0100142,15389
1964,1964,Klute,1971,Klute,1971,A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,Klute,0067309,466
1975,1975,Friday the 13th Part 2,1981,Friday the 13th Part 2,1981,"Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant.",Friday the 13th Part 2,0082418,9725
92094,92094,Einstein and Eddington,2008,Einstein and Eddington,2008,"Sir Arthur Eddington is a renowned physicist at Cambridge University and an expert in the measurement of the physical world. He along with all of his colleagues are also avowed Newtonians. Sir Oliver Lodge suggests that he read a new thesis put forward by a German-Swiss scientist named Albert Einstein who is suggesting that Sir Isaac Newton may have got it wrong. The expectation is that Einstein's theories will be disproven but Eddington admits that his General Theory of Relativity has merit. These are turbulent times as England and Germany are at war and Eddington's own loyalty is called into question when, as a Quaker, he refuses to fight. In the end, Eddington develops a series of tests to either prove or disprove Einstein's theories. For his part, Einstein has his own struggles during this period: the breakdown of his marriage, his integration into the university in Berlin and his own strident pacifism that led him to oppose German militarism and the First World War. In the end, Eddington proves Einstein's theories as correct causing what many believe to be the launch of modern day physics.::garykmcd",Einstein and Eddington,0995036,15044
59333,59333,Made of Honor,2008,Made of Honor,2008,"Slick stud Tom, a born womanizer, always had a boon for confident Hannah, the one who never fell for his cheeky charms but became his female confident, yen years after their college dorm days. He always waved his New York basketball mates' warning she wouldn't remain available endlessly for a serial dater. For her job as art prospector, she was on a six weeks mission to Scotland, during which Tom realizes he misses her around badly. To his horror, she returns with a Scottish perfect fiance, Colin, who already convinced her to move into his ancestral estate. While hesitating to make a last-chance move, baffled Tom accepts her invitation to act, lacking a girl buddy, as his 'best maid', inspired by his committed mates to attempt sabotaging Colin and convincing her he's the only soulmate. So he comes along to Scotland, where he's heir to the country's largest whiskey distillery, and a champion at everything, from hunting to Highland games, yet Yankee novice Tom must compete.::KGF Vissers",Made of Honor,0866439,10761
26567,26567,Club Paradise,1986,Club Paradise,1986,"Injured while risking his life to save an angry German shepard, Chicago Firefighter Jack Moniker retires and moves to a small carribean island named St. Nicholas. There, he is befriended by the owner of a run-down resort, Ernest Reed. Greedy developers are schemeing to wrest Reed's coveted beach front property from him for non-payment of taxes. Jack comes to Ernest's rescue, and together they renovate and reopen the resort catering to affluent Americans. The film follows the zany exploits of the proprietors, guests and various colorful island denizans, as they break in the new ""Club Paradise"".::redcard@ix.netcom.com",Club Paradise,0090856,26555
59339,59339,Mister Lonely,2007,Mister Lonely,2007,"In Paris, a young American who works as a Michael Jackson lookalike meets Marilyn Monroe, who invites him to her commune in Scotland, where she lives with Charlie Chaplin and her daughter, Shirley Temple.::Anonymous",Mister Lonely,0475984,16135
2000,2000,Lethal Weapon,1987,Lethal Weapon,1987,"A veteran policeman, Murtaugh, is partnered with a younger, suicidal officer, Riggs. They both have one thing in common: hating working in pairs. Now they must learn to work with one another to stop a gang of drug smugglers.",Lethal Weapon,0093409,941
2001,2001,Lethal Weapon 2,1989,Lethal Weapon 2,1989,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,Lethal Weapon 2,0097733,942
2002,2002,Lethal Weapon 3,1992,Lethal Weapon 3,1992,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,Lethal Weapon 3,0104714,943
2009,2009,Soylent Green,1973,Soylent Green,1973,"In the world ravaged by the greenhouse effect and overpopulation, an NYPD detective investigates the murder of a big company CEO.",Soylent Green,0070723,12101
2011,2011,Back to the Future Part II,1989,Back to the Future Part II,1989,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Back to the Future Part II,0096874,165
2012,2012,Back to the Future Part III,1990,Back to the Future Part III,1990,"Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford ""Mad Dog"" Tannen. Marty McFly travels back in time to save his friend.",Back to the Future Part III,0099088,196
59362,59362,Anamorph,2007,Anamorph,2007,"Stan is a quiet, solitary detective in New York City. A few months ago, he solved a gruesome case of serial murders, although an undercover police officer lost her life. A new set of similar murders begins: the bodies are elaborately displayed and the killer uses equipment from art and early movie making in the tableau, or he leaves a clue as to where the investigators are to stand to get the full artistic effect. Stan is paired with a younger detective, Carl, whom he brushes off when Carl wants to get to know him. As pieces fall in place, it's a race to prevent the next killing, quite possibly someone close to Stan.::<jhailey@hotmail.com>",Anamorph,0497323,14000
100326,100326,Stand Up Guys,2012,Stand Up Guys,2012,"After 28 years, Val gets out of prison, and his friend Doc picks him up. The local mob boss, Claphands, wants Val dead (Claphands' son died in a robbery and he blames Val) and Doc has until morning to kill him. It's a long night: Val wants to party - they visit a cat house, Val needs Viagra, they break into a pharmacy. After midnight, they pick up Hirsch, their old wheelman, drive the city in a stolen car. They visit the cat house, help a woman in distress, bury a body, and eat at Doc's hangout, a café where the waitress, Alex, is cheerful. The sun rises, Claphands wants Val dead, and Val, who has figured out his fate, is resigned. Is there anything left to take care of?::<jhailey@hotmail.com>",Stand Up Guys,1389096,121824
2028,2028,Saving Private Ryan,1998,Saving Private Ryan,1998,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Saving Private Ryan,0120815,857
